id,author,description,clean
568,@Akangirham97,Saya bertanya kepada yg posting video jepang dulu kan pernah menjajah indonesia lalu kenapa produk jepang dibeli terus,saya bertanya kepada yg posting video jepang dulu kan pernah menjajah indonesia lalu kenapa produk jepang dibeli terus
569,@OppoA-wf3zn,Mabuk agama,mabuk agama
570,@user-vn9dh8rz7i,Ini bukan boikot tapi emg barang yang di pilih jauh lebih murahh😅😂,ini bukan boikot tapi emg barang yang di pilih jauh lebih murahh
571,@dedenilhamdeden1607,"Mari Beralih ke produk lokal... ( Contoh : gk usah takut Gak ada Sunlight, Masih banyak sabun Cuci piring yg lainnya...)",mari beralih ke produk lokal contoh gk usah takut gak ada sunlight masih banyak sabun cuci piring yg lainnya
572,@taroso4336,Emang kecap bango israel,emang kecap bango israel
573,@tantriramadani3298,Loh kan oreo dari Amerika Serikat,loh kan oreo dari amerika serikat
575,@warsini1467,SEMONGA HATI KITA DI SELAMATKAN ❤ IKUTI KAJIAN GUS BAHA BIAR ISLAMNYA BAHAGIA❤,semonga hati kita di selamatkan ikuti kajian gus baha biar islamnya bahagia
576,@user-gl4fg4wt3c,Pikiri panjang2 klau mau buat vidio bos . Udh siap buat lapangan pekerjaan buat kariyawan yang bekerja di produk yang kau pegang dan kau tunjuk kan . 😅,pikiri panjang klau mau buat vidio bos udh siap buat lapangan pekerjaan buat kariyawan yang bekerja di produk yang kau pegang dan kau tunjuk kan
577,@duckieerza9717,"Boikot boikot, eh pake ipon eh pake yutup, eh pake Wa, eh pake iG, eh pake fb 😂",boikot boikot eh pake ipon eh pake yutup eh pake wa eh pake ig eh pake fb
578,@ikafitriya6187,Tutup aja sekalian pabriknya di indonesia,tutup aja sekalian pabriknya di indonesia
579,@mbchannel5971,"Kenapa harus di kaitkan dgn produk sih, ada"" aja kalian ini, kalo mau bantu palestina, cukup dgn mendoakan, itu apabila tdk bisa bantu dgn materi dll.👎🏻",kenapa harus di kaitkan dgn produk sih ada aja kalian ini kalo mau bantu palestina cukup dgn mendoakan itu apabila tdk bisa bantu dgn materi dll
580,@Bang_Edo1993,Bodoh......,bodoh
581,@raisa_putri4_subscribe_bacilas,Bohong,bohong
582,@nurkhafidnk,PRODUK ISRAEL MBAHMU???!! MANA BUKTI  DATA REAL NYA KALO ITU PRODUK ISRAEL  PENYUMBANG ZIONIS ISRAEL!!!?!! CERDASLAH DIKIT JADI MANUSIA!!,produk israel mbahmu mana bukti data real nya kalo itu produk israel penyumbang zionis israel cerdaslah dikit jadi manusia
583,@smoot_heart4385,"Jngn pake pake youtube, instagram, tiktok, whatsapp, facebook sekalian, apalagi pake fasilitas Google. Ayokk semangat klo boikot yg totalitas. Jngn setengah setengah tar di katain MUNAFIK. Ayok semangat boikotnya. Jngn pake kendaraan roda 4 roda 2 karena Indonesia blm bikin bikin jug kendaraan bgtu. Pake Kuda atau Unta sekalian. Semangat ya boikotnya Ingeeettr jngn sampe MuNAFik 💪",jngn pake pake youtube instagram tiktok whatsapp facebook sekalian apalagi pake fasilitas google ayokk semangat klo boikot yg totalitas jngn setengah setengah tar di katain munafik ayok semangat boikotnya jngn pake kendaraan roda roda karena indonesia blm bikin bikin jug kendaraan bgtu pake kuda atau unta sekalian semangat ya boikotnya ingeeettr jngn sampe munafik
584,@user-lu6jd8gk8c,Kayaknya d sogok sama orang prinsipil pabrik ni..,kayaknya sogok sama orang prinsipil pabrik ni
585,@Kriminalogy,"Ga ngaruh kelles sma Israel udah beli2 aja orang bermanfaat bagi para pekerja , pedagang2 kecil, dll",ga ngaruh kelles sma israel udah beli aja orang bermanfaat bagi para pekerja pedagang kecil dll
586,@sawahbarat4495,"Kurang tepat,karena karyawan nya msih indo,kalo smua tutup makin byk yg phk.. bantu cukup pemerintah aja",kurang tepatkarena karyawan nya msih indokalo smua tutup makin byk yg phk bantu cukup pemerintah aja
587,@ucokcs7049,Pengangguran makin bertambah ini 😅,pengangguran makin bertambah ini
588,@Shan-fo9kt,lah iya bener,lah iya bener
589,@imamsahroni-wz1lq,Seharusnya Israil yang tidak boleh pakai bukan kita,seharusnya israil yang tidak boleh pakai bukan kita
590,@TEDOTEKITO17,Boikot produk emang bagus tapi kalian nyenengin yang gak di boikot karena persaingan mereka jadi gampang dan ada beberapa dari mereka sengaja buat bikin pesaing mereka di boikot dan menjatuhkan pesaing mereka..... (Kalian menguntungkan sepihak) kadang ada yang sengaja juga bikin video biar produk nya laku sendiri contohnya gini,boikot produk emang bagus tapi kalian nyenengin yang gak di boikot karena persaingan mereka jadi gampang dan ada beberapa dari mereka sengaja buat bikin pesaing mereka di boikot dan menjatuhkan pesaing mereka kalian menguntungkan sepihak kadang ada yang sengaja juga bikin video biar produk nya laku sendiri contohnya gini
591,@muhammadanwar308,"Percuma baikot produk ISRAEL / YAHUDI DAN AMERIKA jika masih berkerja diperusahannya , dimana BAIKOTNYA ???? HAIIIIIII 😢😢😢😢",percuma baikot produk israel yahudi dan amerika jika masih berkerja diperusahannya dimana baikotnya haiiiiiii
592,@farhansaputra7164,tidak semua produk israel haram👍,tidak semua produk israel haram
593,@putrielia3471,Heran.. yg perang mereka yg sibuk siapa sampe2 produk2 kebutuhan sehari2 di bahas .. ada yg bilang dijajah lah apa lah kalo mau bela palkestina ikut perang donk bukan cari produk. ini konten ga masuk akal dan termasuk profokatif.. konten rame yg untung siapa 😂😂😂 membuat konten cuma demi sesuatu... 🎉🎉🎉 Tapi gak bermutu,heran yg perang mereka yg sibuk siapa sampe produk kebutuhan sehari di bahas ada yg bilang dijajah lah apa lah kalo mau bela palkestina ikut perang donk bukan cari produk ini konten ga masuk akal dan termasuk profokatif konten rame yg untung siapa membuat konten cuma demi sesuatu tapi gak bermutu
594,@ijan256,Maaf maaf ya saya mau tanya bukanya barang barak itu di produksi di indonesia kok bisa punya israel apakah israel yg punya perusahaan coba di jelaskan secara detail.dan juga klw sudah masuk di indo di boikod kasihan yg punya warung warung kecil.harusnya pemerintah yg bagian ekspor impor jangan ambil lagi dari israel.,maaf maaf ya saya mau tanya bukanya barang barak itu di produksi di indonesia kok bisa punya israel apakah israel yg punya perusahaan coba di jelaskan secara detaildan juga klw sudah masuk di indo di boikod kasihan yg punya warung warung kecilharusnya pemerintah yg bagian ekspor impor jangan ambil lagi dari israel
595,@alauddinafifcassandra9965,"ga ngefek kalian boikot, sedangkan socmed yang kalian gunakan seperti twitter, facebook, ig, whatsapp dll adalah milik sekutu israel. dan banyak lagi sodara kita yg bekerja di pabrik pabrik mereka. mau makan apa kalau di phk ikuti kata penguasamu di negrimu.",ga ngefek kalian boikot sedangkan socmed yang kalian gunakan seperti twitter facebook ig whatsapp dll adalah milik sekutu israel dan banyak lagi sodara kita yg bekerja di pabrik pabrik mereka mau makan apa kalau di phk ikuti kata penguasamu di negrimu
596,@Ari-lb7eh,"GINII BUAT ORG"" DONGOO,, GUNA NYA BOIKOT PERTAMA MEMBUAT PENDAPATAN INTERNASIONAL ISRAEL MENURUN SEHINGGA DANA MEREKA SEMAKIN DIKIT, DAN AKAN SUSAH BUAT INVASI KE PALESTINA, 2 GUNA NYA UNTUK MEMUTUS MATA UANG MEREKA",ginii buat org dongoo guna nya boikot pertama membuat pendapatan internasional israel menurun sehingga dana mereka semakin dikit dan akan susah buat invasi ke palestina guna nya untuk memutus mata uang mereka
598,@user-yo8mf6sr5t,Itu mah pedagang indo yang rugi karena sudah dibeli,itu mah pedagang indo yang rugi karena sudah dibeli
599,@nurkhasanahsantosa8783,"Wes ngk usah beli , makan produk masakan ibu aja jauh lbh nikmat dan sehat",wes ngk usah beli makan produk masakan ibu aja jauh lbh nikmat dan sehat
600,@aremaniapasuruan8454,gua gk peduli ntah itu merk dari israel kah dari palestine dari portugal kah dari burundi gua gk peduli yg pnting harganya murah dan halal pas dikantong itu aja,gua gk peduli ntah itu merk dari israel kah dari palestine dari portugal kah dari burundi gua gk peduli yg pnting harganya murah dan halal pas dikantong itu aja
601,@faturrohman8729,"Boikot itu bukan haram ya kwan2, asal jngn dibeli aja...",boikot itu bukan haram ya kwan asal jngn dibeli aja
602,@krisboy3812,"GUA PUNYA TOKO DI SIRAEL.. TRUS GUA BAGI-BAGI INDOMIE KE TENTARA ISRAEL. LALU KALIAN MEM BOIKOT INDOMIE..?? SEBALIKNYA, BANYAK PERUSAHAAN YANG KALIAN BOIKOT MENYISIHKAN SEBAGIAN RiZKI NYA UNTUK FAKIR MISKIN, YATIM PIATU,  KORBAN BENCANA ALAM DLL. karna Banyak pemiliknya yang muslim juga di INDONESIA. SEMUA TERGANTUNG PEMILIK/PEMIMPIN. BEDA TEMPAT, BEDA MANAGEMENT. BEGITU ANALOGINYA.",gua punya toko di sirael trus gua bagibagi indomie ke tentara israel lalu kalian mem boikot indomie sebaliknya banyak perusahaan yang kalian boikot menyisihkan sebagian rizki nya untuk fakir miskin yatim piatu korban bencana alam dll karna banyak pemiliknya yang muslim juga di indonesia semua tergantung pemilikpemimpin beda tempat beda management begitu analoginya
603,@irvantv1334,"Lucu aj..coba pikir aj dulu sebelum fanatik baikot"" itu..jngan gunakan barang yg berhubungan dengan israell..lahh gimana amerika yg pro israell.jga jngan gunakan barang dari sana...COBA BISA G Cari TU DI GOOGLE BRANG AP AJ..bukan gitu cara boikot yg merugikan ..otak kau belum sampei kesana mslah disana .tpi kalau soal HAM aku tauu..",lucu ajcoba pikir aj dulu sebelum fanatik baikot itujngan gunakan barang yg berhubungan dengan israelllahh gimana amerika yg pro israelljga jngan gunakan barang dari sanacoba bisa cari tu di google brang ap ajbukan gitu cara boikot yg merugikan otak kau belum sampei kesana mslah disana tpi kalau soal ham aku tauu
604,@krisboy3812,"DISANA RAKYAT PALESTINA DIBUNUH ISRAEL. DISINI RAKYAT ""MEMBUNUH"" SAUDARANYA SENDIRI.",disana rakyat palestina dibunuh israel disini rakyat membunuh saudaranya sendiri
605,@Baron_S21,"Anehny , tanpa sadar gw sering beli 🗿🗿 ..hmmmm .. Kalo Sejeniss Kopii nya donkk spill juga biar enakk",anehny tanpa sadar gw sering beli hmmmm kalo sejeniss kopii nya donkk spill juga biar enakk
606,@donyalaningsun8701,"Aku setuju,dgn harapan memajukan produk lokal.. Bukan kepentingan yg lain..",aku setujudgn harapan memajukan produk lokal bukan kepentingan yg lain
607,@khaerudinyogi449,GK jelas,gk jelas
608,@kutipanhidup1,Sekalian gk usah pake HP internet motor TV toa dll biar kembali ke zaman batu,sekalian gk usah pake hp internet motor tv toa dll biar kembali ke zaman batu
609,@erfindodafino,Setuju Bang sekalian Lupada pulang ke kampung halaman. JD pengangguran SDM INDONESIA GK ADA diatas rata rata yg rendah . Karna 1 menset kau rugikan di tingkat provinsi daerah. Yg merusak sistem putaran ekonomi. Pantas saja RAKYAT INDONESIA TERTINGAL SDM nya di bawah Vietnam dan Thailand,setuju bang sekalian lupada pulang ke kampung halaman jd pengangguran sdm indonesia gk ada diatas rata rata yg rendah karna menset kau rugikan di tingkat provinsi daerah yg merusak sistem putaran ekonomi pantas saja rakyat indonesia tertingal sdm nya di bawah vietnam dan thailand
610,@onepras,Mari beralih ke produk cina🤣🤣🤣🤣,mari beralih ke produk cina
611,@zetwelong9668,"jengkol prodak Israel , jgn makan jengkol tar bau 😁😁😁 dibohongin habib Rizieq",jengkol prodak israel jgn makan jengkol tar bau dibohongin habib rizieq
612,@AyahMiziana,"Ga gitu cara mainnya ,, yang kerja di barbriknya orang Indonesia dan juga muslim. kasian lah nanti jadi makin banyak pengangguran",ga gitu cara mainnya yang kerja di barbriknya orang indonesia dan juga muslim kasian lah nanti jadi makin banyak pengangguran
613,@Alofficial277,"Baiknya jangan diimpor lagi udah,, produknya. Selagi masih impor y tetep aja bo\'ong... sampe sini y pasti laku",baiknya jangan diimpor lagi udah produknya selagi masih impor tetep aja boong sampe sini pasti laku
614,@KenLoveMath,Jan munafik. Lu boikot produk pro israel tapi masih upload video diyoutube. Kadang lucu aja ngeliat orang yang boikot produk pro israel tapi masih pake produk pro israel😹,jan munafik lu boikot produk pro israel tapi masih upload video diyoutube kadang lucu aja ngeliat orang yang boikot produk pro israel tapi masih pake produk pro israel
615,@ArangMancing,"pemerintah juga mikir dulu,gk sembarang boikot,karena itu pemasukan untuk negara,pemerintah,dan masyarakat sendiri",pemerintah juga mikir dulugk sembarang boikotkarena itu pemasukan untuk negarapemerintahdan masyarakat sendiri
616,@erfindodafino,Biarin aja bang orang Indonesia bnyak yg bodoh MAKAN NYA SDM YANG HARUSNYA DI PERBAIKI,biarin aja bang orang indonesia bnyak yg bodoh makan nya sdm yang harusnya di perbaiki
617,@erfindodafino,Biarin aja bang orang Indonesia bnyak yg bodoh MAKAN NYA SDM YANG HARUSNYA DI PERBAIKI,biarin aja bang orang indonesia bnyak yg bodoh makan nya sdm yang harusnya di perbaiki
618,@Paul-wg5jf,"Kecap Bango, sariwangi, Unilever semua tau kn unilever produk ny banyak bngt. Trs kira2 karyawan ny brp?klo gara2 boikot barang2. Mau memerdekakan Palestina tapi warga kita gk merdeka gmna donk. Biar lah pejabat yg urus, RAKYAT JELATA kyk kita cma butuh hidup tenang anak istri bisa makan.",kecap bango sariwangi unilever semua tau kn unilever produk ny banyak bngt trs kira karyawan ny brpklo gara boikot barang mau memerdekakan palestina tapi warga kita gk merdeka gmna donk biar lah pejabat yg urus rakyat jelata kyk kita cma butuh hidup tenang anak istri bisa makan
619,@aapgreen809,"Ayo boikot, habis itu banyak orang Indonesia yg jadi pengangguran. Terus yg di salahin pemerintah lagi😪😪",ayo boikot habis itu banyak orang indonesia yg jadi pengangguran terus yg di salahin pemerintah lagi
620,@muhamadmiftahalfarizi212,tutup aja input brng dri israel. atau pabrik yg ada. biarkn yg wrg kecil laku dulu . m.u.i jg asal jiplak aja. tutup pabrik. nya sekalian pabrik arak. miras. tutup. jgberedar terus😅,tutup aja input brng dri israel atau pabrik yg ada biarkn yg wrg kecil laku dulu mui jg asal jiplak aja tutup pabrik nya sekalian pabrik arak miras tutup jgberedar terus
621,@kusnukusnu4683,"Itu barang kebanyakan d produksi d negara kita,yg kerja org org kita jg,gmn KL produkx d boikot gak ada yg beli trs bangrut jutaan pekerja mau d suruh kerja apa,pake logikalaah kasihan mereka yg kerja d perusahaan produkx yg d boikot,imbasx Asti k karyawan,yg bijaklah jgn ikutan boikot",itu barang kebanyakan produksi negara kitayg kerja org org kita jggmn kl produkx boikot gak ada yg beli trs bangrut jutaan pekerja mau suruh kerja apapake logikalaah kasihan mereka yg kerja perusahaan produkx yg boikotimbasx asti karyawanyg bijaklah jgn ikutan boikot
622,@dedysusiloprabowo1830,"Konten kebodohan, buat konten gak tau ilmunya...",konten kebodohan buat konten gak tau ilmunya
623,@aissyahchanel,Terus kalau prodak yang kita beli itu yang buat pekerja pekerja orang kita sendiri gimana kalau bangkrut yang dirugikan siapa....,terus kalau prodak yang kita beli itu yang buat pekerja pekerja orang kita sendiri gimana kalau bangkrut yang dirugikan siapa
624,@user-eo1cd9xk7h,Kita liat ending ya setelah d boikot barang yg haram ..,kita liat ending ya setelah boikot barang yg haram
625,@dimasadyyusufsetyawan6287,"netizen otaknya boikot🤣. ga akan mempan sampai israel. kalau mau teori tuh lumpuhkan melalui saham, yakin investor pada mundur.",netizen otaknya boikot ga akan mempan sampai israel kalau mau teori tuh lumpuhkan melalui saham yakin investor pada mundur
626,@dimasadyyusufsetyawan6287,kenapa pada boikot?,kenapa pada boikot
627,@susahpink328,tai,tai
628,@mohalfarisi5445,Saya suka produk israel,saya suka produk israel
629,@user-qd4tk2wv2e,Lah kalu bgtu jangn pake youtube donk Tolol Unta Gurun wkwkwkw,lah kalu bgtu jangn pake youtube donk tolol unta gurun wkwkwkw
630,@footballcrazy191,nih contoh orang goblok ....jelas² Aqua itu produk Indonesia kok malah diboikot trz gunanya air gunung buat apa kalau diboikot .....kalau lu peduli ke Palestina sedekah dong jangan merugikan keuangan negara kita sendiri 👎,nih contoh orang goblok jelas aqua itu produk indonesia kok malah diboikot trz gunanya air gunung buat apa kalau diboikot kalau lu peduli ke palestina sedekah dong jangan merugikan keuangan negara kita sendiri
631,@azlannadzief9189,Selagi masih halal maka bisa di konsumsi,selagi masih halal maka bisa di konsumsi
632,@gamergaminggamesss,Netizen : jgn beli Aq*a krna produk israel Gua : mahal anjir refill aja 5rebu doank haha,netizen jgn beli aqa krna produk israel gua mahal anjir refill aja rebu doank haha
633,@akuadalah-di5co,"Aq sudah boikot,tanpa batas waktu, lumayan ngirit",aq sudah boikottanpa batas waktu lumayan ngirit
634,@kempozofficial4923,"sunggu kejam yg membuat sebuah umbaran yg tersebar luass,sama saja mematikan negri nyaa sendiri,Produk yg di anggep boikot yg di anggap haram yg di anggap ini dan ituu,sudah tertera di lebel produk yg tertulis HALAL,jika seperti ini sama saja kita mematikan negri sendiri,sudah jelas produk tersbt di buat di ngeri tercintaa kitaaa dan melayani selama beratahun"",maaf bukan membela israel atau apapun ituu,sya merasakan sebuah dampak dari isuuu ini🙏",sunggu kejam yg membuat sebuah umbaran yg tersebar luasssama saja mematikan negri nyaa sendiriproduk yg di anggep boikot yg di anggap haram yg di anggap ini dan ituusudah tertera di lebel produk yg tertulis halaljika seperti ini sama saja kita mematikan negri sendirisudah jelas produk tersbt di buat di ngeri tercintaa kitaaa dan melayani selama beratahunmaaf bukan membela israel atau apapun ituusya merasakan sebuah dampak dari isuuu ini
635,@zaindewaruci8213,"Jepang dukung Israel juga,, sekalian boikot Honda, Yamaha, Toyota, Mitsubishi dll karena mereka juga bayar upeti ke pemerintah Jepang",jepang dukung israel juga sekalian boikot honda yamaha toyota mitsubishi dll karena mereka juga bayar upeti ke pemerintah jepang
636,@zilaldhakakhayri2841,Makanya bikin produk sendiri modal sendiri atuh kreatip biar lbih untung nya buat kita indo tercinta mudah mudahan tercapai omongan ini amin,makanya bikin produk sendiri modal sendiri atuh kreatip biar lbih untung nya buat kita indo tercinta mudah mudahan tercapai omongan ini amin
637,@user-eh2ov9hc2f,"Bukan gitu caranya tohh,kalo kita ga beli sama dengan kita membuat tokoh itu bangkrutt..cara yg tepat harus di stop pemasukan barang tersebut ke negara kita,hadehh..",bukan gitu caranya tohhkalo kita ga beli sama dengan kita membuat tokoh itu bangkruttcara yg tepat harus di stop pemasukan barang tersebut ke negara kitahadehh
638,@aajolan1858,"mka nya klian hrs pintar kya org"" israel, dri teknologi ,merk produc rmh sampe ke uangn dunia itu di kontrol org"" yahudi,mau di boikot pun mreka ttp mmpu bli biaayaain peranh toh negara wakanda bisa di beli klau mau",mka nya klian hrs pintar kya org israel dri teknologi merk produc rmh sampe ke uangn dunia itu di kontrol org yahudimau di boikot pun mreka ttp mmpu bli biaayaain peranh toh negara wakanda bisa di beli klau mau
639,@aseptoni7568,Lu aja yang boikot..,lu aja yang boikot
640,@heryhermawan8978,MUI tidak belum mengeluarkan daftar produk nya loh,mui tidak belum mengeluarkan daftar produk nya loh
641,@heryhermawan8978,Sumber nya dari mana yh kalo itu produk dari israel atau sekutunya,sumber nya dari mana yh kalo itu produk dari israel atau sekutunya
642,@baristakampoeng7631,"mungkin klo gua pemerintah israel Gantian gua baikot buatan yahudi di Indonesia,google , Facebook/metta , YouTube, windows, Microsoft, hp , pesawat, 😂😂 karna buatan yahudi semua , biar naik onta klo naik haji 😂😂",mungkin klo gua pemerintah israel gantian gua baikot buatan yahudi di indonesiagoogle facebookmetta youtube windows microsoft hp pesawat karna buatan yahudi semua biar naik onta klo naik haji
643,@yusufariwicaksana9044,Boikot saja... toh juga ga ngaruh terhadap penjajahan ke palestina... Tapi saya ga munafik tetep mengkonsumsi tsb.. urusan perut utama,boikot saja toh juga ga ngaruh terhadap penjajahan ke palestina tapi saya ga munafik tetep mengkonsumsi tsb urusan perut utama
645,@BamzngSp-wi3qh,"makanya rakyat indonesia banyak jiwa nya liar pemerintah kasih barang haram jadah yg rakyat ga tau, pantes aja setiap perang palestina V israel ! polri selalu kabar berita terroris penghianat harus di usir dari NKRI atau gantung emang harus di rombak total pemerintahan nya , udh korup masih aja korup dagang klo pemerintah nya maling ini bangsa jadi apa orang orang pinter yg keblinger cuma mo jadi maling",makanya rakyat indonesia banyak jiwa nya liar pemerintah kasih barang haram jadah yg rakyat ga tau pantes aja setiap perang palestina israel polri selalu kabar berita terroris penghianat harus di usir dari nkri atau gantung emang harus di rombak total pemerintahan nya udh korup masih aja korup dagang klo pemerintah nya maling ini bangsa jadi apa orang orang pinter yg keblinger cuma mo jadi maling
646,@Fico_gemmer,Tp aku suka kecap Bango 😢 Karena aku klo makan nasi Nasinya dikasih kecap tp Aku tidak suka kecap lainnya Aku lebih suka kecap bango😓🙏🏻,tp aku suka kecap bango karena aku klo makan nasi nasinya dikasih kecap tp aku tidak suka kecap lainnya aku lebih suka kecap bango
647,@nurhela3721,Lah kan itu dari Indonesia,lah kan itu dari indonesia
648,@anggacemetz903,"Pakai YouTube , Pakai Fb , Pakai Hp . apa gak malu cok",pakai youtube pakai fb pakai hp apa gak malu cok
649,@Mr.Bob.com.official,Boikottt,boikottt
650,@CDT_FTHIR,Bang gw beli royko buat experiment,bang gw beli royko buat experiment
651,@rafaelalfarizi3318,Q mah gapeduli mau,mah gapeduli mau
652,@basengl764gmailcom,Hp Nya,hp nya
653,@ferysulistiawan2739,Lucu liat negri sekarang,lucu liat negri sekarang
656,@mbahadam21,"@@dodipramana4441 Terserah anda. Boikot ini sdh sjk dulu dri organisasi boikot internasional. Di sini MUI berfatwa, klo anda tk setuju, silahkn saja. Ini ttg mesin pembunuh massal. Selebihnya adlh ttg Iman bgi yg muslim. Dan itu tdk di paksakan, krn smua ada pertanggung jwabannya msing2. Trakhir, jgn ngajari saya ttg bantuan ke Palestina, saya muslim, anda akn tdk cocok dg pemikiran saya. Jdi.....TERSERAH ANDA......OK",terserah anda boikot ini sdh sjk dulu dri organisasi boikot internasional di sini mui berfatwa klo anda tk setuju silahkn saja ini ttg mesin pembunuh massal selebihnya adlh ttg iman bgi yg muslim dan itu tdk di paksakan krn smua ada pertanggung jwabannya msing trakhir jgn ngajari saya ttg bantuan ke palestina saya muslim anda akn tdk cocok dg pemikiran saya jditerserah andaok
657,@David-gu3wt,"Biarin kata2 orang yahudi gak ngaruh boikot gitu, setidaknya kita di posisi palestina",biarin kata orang yahudi gak ngaruh boikot gitu setidaknya kita di posisi palestina
658,@user-to5ci7tw1t,"Saya orang indonesia dan saya bekerja membawa produk aqua galon ,, coba anda pikirkan kalo praduk yg anda boikot itu maka pbrik d indonesia akan bangkrut ,, apakah anda tnggung jawab nya buat kami yg kemudian hari akan mnjadi pengangguran .. tolong pikirkan kmbali kita menolong negara palestina tetapi negara kita akan hancur dengan ke banyak nya pengangguran karena bnyak pbrik yg mninggalkan usaha d indonesia",saya orang indonesia dan saya bekerja membawa produk aqua galon coba anda pikirkan kalo praduk yg anda boikot itu maka pbrik indonesia akan bangkrut apakah anda tnggung jawab nya buat kami yg kemudian hari akan mnjadi pengangguran tolong pikirkan kmbali kita menolong negara palestina tetapi negara kita akan hancur dengan ke banyak nya pengangguran karena bnyak pbrik yg mninggalkan usaha indonesia
659,@endangruswana2075,"Kl kalia merasa umat muslim kalian akn takut dngn Allah, untuk mslh boikot kn cma sementara untuk membuktikan bhw kami umat manusia dunia marah sama kalian zionis krn sdh membunuh sodara2 kami. Itu sj bhw kt peduli ke palestina jd g ush bnyk alesan kl kalian mrsa umt manusia krn inilah cara yg pling lembut d bndingkn lo hrs perang. Boikot aj susah lo apa lg jihad lu?",kl kalia merasa umat muslim kalian akn takut dngn allah untuk mslh boikot kn cma sementara untuk membuktikan bhw kami umat manusia dunia marah sama kalian zionis krn sdh membunuh sodara kami itu sj bhw kt peduli ke palestina jd ush bnyk alesan kl kalian mrsa umt manusia krn inilah cara yg pling lembut bndingkn lo hrs perang boikot aj susah lo apa lg jihad lu
660,@user-mv7gl7yv3d,Itu barang yang mendukung Israel bukan dari Israel makanya jangan setengah setengah dapat info kebiasaan orang indo,itu barang yang mendukung israel bukan dari israel makanya jangan setengah setengah dapat info kebiasaan orang indo
661,@Shahnum780,ya allahhhhhhh jangan oreoooo9ooooo 😩😩😩😩😩😩,ya allahhhhhhh jangan oreoooo ooooo
662,@user-cx9er5re7g,Ya boikot aja karena membeli produk mereka sama bella orang israel. Indonesia anti israel yg biadab tidak bekemanusiaan🇮🇩🇮🇩💖🇦🇪🇦🇪🇦🇪🙏🙏,ya boikot aja karena membeli produk mereka sama bella orang israel indonesia anti israel yg biadab tidak bekemanusiaan
663,@faridnostalgia63,Salah bendera,salah bendera
664,@Vrtx3367_Avgerail,"TOLOL!!!!!!!!! SARIWANGI PRODUK ASLI INDONESIA GOBLOOOOOK.SUNLIGHT JUGA ,INDONESIA PUNYA PENGELOLA PRODUK SENDIRI JADI. BUKAN BERARTI MEREKA ASUPAN TENTARA ISRAEL",tolol sariwangi produk asli indonesia gobloooooksunlight juga indonesia punya pengelola produk sendiri jadi bukan berarti mereka asupan tentara israel
665,@wihshhjsnshsi8691,konten anjing...gk jelas..yg kau boikot isreal yg menderita rakyat indonesia karena phk...goblokkk babi,konten anjinggk jelasyg kau boikot isreal yg menderita rakyat indonesia karena phkgoblokkk babi
666,@Kambing_jantan,Isi ulang lah,isi ulang lah
667,@user-el7mj5yz1u,FITNAH akhir zaman bro,fitnah akhir zaman bro
668,@yanaaditiya2289,free palestina,free palestina
669,@yogipangestu9505,jngn nnton aja bang,jngn nnton aja bang
670,@mutiaraadindaputri9527,"Gua pikir roiko, masako. Ajinamoto Dari JEPANG",gua pikir roiko masako ajinamoto dari jepang
671,@wisnuaribowo5187,"Yg jdi pertanyaan ku......knapa harus le mineral, knapa ....?",yg jdi pertanyaan kuknapa harus le mineral knapa
672,@muhammadlutfi2923,"Faedahnya juga ada , memajukan produk lokal .",faedahnya juga ada memajukan produk lokal
673,@user-jg2li5vt9c,Makin banyak deh calon kenak phk tuk tahun² ke depan karna ulah beberapa pihak,makin banyak deh calon kenak phk tuk tahun ke depan karna ulah beberapa pihak
674,@putrasangfajar8980,"Dikit dikit boikot... Hadeh... Politik... Tetap tak beli semua barang yang katanya diboikot... Kalau sok-sok\'an boikot barang-barang sanggup gak boikot untuk tidak pakai Facebook, Whatsapp  Youtube...??? 😅😂",dikit dikit boikot hadeh politik tetap tak beli semua barang yang katanya diboikot kalau soksokan boikot barangbarang sanggup gak boikot untuk tidak pakai facebook whatsapp youtube
675,@faridnostalgia63,Apa hubungannya meta dan google gak mengdukung israel,apa hubungannya meta dan google gak mengdukung israel
676,@mohammaddaroyni5129,profokasii,profokasii
677,@orangbaik-uj9io,SOLUSI TERGOBLOK !!!!!,solusi tergoblok
678,@rzy-3482,"Justru kalau kayak gini kita memilih milih produk, kalau makanan sama aja kita memilih milih makanan, yang berarti kita tidak bersyukur",justru kalau kayak gini kita memilih milih produk kalau makanan sama aja kita memilih milih makanan yang berarti kita tidak bersyukur
679,@ImamBaihaki-vl2om,"apa untunya boikot boikot seperti ini, gak da gunanya, mending bukti nyata saja, sumbangkan sebagian kecil hartamu donasikan untuk palestin,. itu cara yang lebih efisien saat ini",apa untunya boikot boikot seperti ini gak da gunanya mending bukti nyata saja sumbangkan sebagian kecil hartamu donasikan untuk palestin itu cara yang lebih efisien saat ini
680,@HarlemManik-pk1gk,taik,taik
681,@anissuyanto9777,Reviu obat obatan produk Israel juga dong mesin motor semua deh biar komplit,reviu obat obatan produk israel juga dong mesin motor semua deh biar komplit
682,@DoniRizal-ff7qc,Nabi nabi-nabi nya diboikot juga gak?,nabi nabinabi nya diboikot juga gak
683,@dwitamami4128,Le mineral galon 40 ribu??,le mineral galon ribu
