id,author,description,clean
8832,@riowandi5705,"Jadi kalau di boikot,apa pekerja di perusahaan tempat tidak terdampak, mereka saudara kita juga.mereka harus menghidupi keluarga nya, terkadang sya jadi pusing juga.maaf sya hanya kepikiran aja",jadi kalau di boikotapa pekerja di perusahaan tempat tidak terdampak mereka saudara kita jugamereka harus menghidupi keluarga nya terkadang sya jadi pusing jugamaaf sya hanya kepikiran aja
8833,@Guntur-ji1lt,heran bngt msak gk blh beli yg slh kn pembuatnya bkn produkny kek bocil aj,heran bngt msak gk blh beli yg slh kn pembuatnya bkn produkny kek bocil aj
8834,@buginezegaming56,Ohh baru tahu kecap bangao dari israel. Kirain kecap bangau dirawat di indonesia,ohh baru tahu kecap bangao dari israel kirain kecap bangau dirawat di indonesia
8835,@dacirdaciran7833,"Manusia tolol , skalian hp mu haram kan tlol",manusia tolol skalian hp mu haram kan tlol
8836,@user-mg2rz2us2s,Oncom produk asli Bogor,oncom produk asli bogor
8837,@HendrikCabe-sw7jj,Mana atuh produksi bangsa sendiri.ternyata selama ini kita beli Ama negara lain.apa tugasnya wakil wakil negara😂😂😂😂,mana atuh produksi bangsa sendiriternyata selama ini kita beli ama negara lainapa tugasnya wakil wakil negara
8838,@athaullahshafwan2302,Jare sopo bangau dari negara babi,jare sopo bangau dari negara babi
8839,@adidasofficial8138,Halah ribet amat lu mau minum atau mkn juga. Lebayyy,halah ribet amat lu mau minum atau mkn juga lebayyy
8840,@nopegulut7825,"Terserah kalian lahh, mau boikot kahh mau apa, yang penting produknya amanah",terserah kalian lahh mau boikot kahh mau apa yang penting produknya amanah
8841,@M.iqbalwafiy0509,Mari berjihad dengan habisi produk Israel,mari berjihad dengan habisi produk israel
8842,@libraokta7200,Kasihan warung yg sudah belanja Kasihan karyawan yg kerja di pabrik ..kasihan juga rakyat Palestina,kasihan warung yg sudah belanja kasihan karyawan yg kerja di pabrik kasihan juga rakyat palestina
8843,@mariyantosumawe1687,Bismillah semoga Palestina di Gaza baik saja biar lebih cepat bahagia ❤❤❤🤲🤲🤲🇵🇸🇵🇸🇵🇸,bismillah semoga palestina di gaza baik saja biar lebih cepat bahagia
8844,@jihanvanesya,A indra penglihatan dan hati ❤,indra penglihatan dan hati
8845,@jihanvanesya,Aajwnnwnsnbebsmsnsnbdbsmsmsm❤,aajwnnwnsnbebsmsnsnbdbsmsmsm
8846,@jihanvanesya,Anneiejgwkwjhjemnehememebevkmnbfknhwngwmwmnevuurnsbvejjegrhekinbvjenbwmwnwbegskmsnsbsb❤,anneiejgwkwjhjemnehememebevkmnbfknhwngwmwmnevuurnsbvejjegrhekinbvjenbwmwnwbegskmsnsbsb
8847,@RIZAAL220,Salah kamu itu gak semua yang kamu gak jadi beli itu bukan produk israel semua,salah kamu itu gak semua yang kamu gak jadi beli itu bukan produk israel semua
8848,@jihanvanesya,Aasllmfllkgdikmhgikkrojggijfjtokggjghkjfikkjgkmjhfokjhgkkjjgikjgkmmhjkkj❤jjgkknbnmjvkkkhjkkkgkkmmhkkkk,aasllmfllkgdikmhgikkrojggijfjtokggjghkjfikkjgkmjhfokjhgkkjjgikjgkmmhjkkj jjgkknbnmjvkkkhjkkkgkkmmhkkkk
8849,@jihanvanesya,Ajjojhgijngijjbfkkjgkknbijgoknbgjkmj❤hbnkbkmnvkmnbmmvkkhfhkkkjjjh,ajjojhgijngijjbfkkjgkknbijgoknbgjkmj hbnkbkmnvkmnbmmvkkhfhkkkjjjh
8850,@Dakwah_SN,Lho katanya kecap ABC juga produk yg pro isr**l,lho katanya kecap abc juga produk yg pro isrl
8851,@jihanvanesya,Aaakkjkknvlmjglkjhkkmjgklllkjokjj❤,aaakkjkknvlmjglkjhkkmjgklllkjokjj
8852,@irvaniwan8324,"Jika barang itu semua produk Israel, saya yakin keuntungan tersebut tidak sampai ke Israel, apalagi untuk membiayai agresi ke Palestina, karena sebelum sampai ke Israel sudah hilang termakan para koruptor 😅",jika barang itu semua produk israel saya yakin keuntungan tersebut tidak sampai ke israel apalagi untuk membiayai agresi ke palestina karena sebelum sampai ke israel sudah hilang termakan para koruptor
8853,@kunsuryatmono8674,Mereka para orang kaya dunia gol Iluminati Yahudi yg punya IMF itu yg bikin perdagangan bebas .. bisa beli saham2 semua produk2 apapun diseluruh dunia .. cuma modal nyetak duit kertas ga ada di backup emas.. ya begitu apa saja termasuk rokok indonesia dsb semua dikuasai yahudi ... itulah pasukan awal Dajjal..,mereka para orang kaya dunia gol iluminati yahudi yg punya imf itu yg bikin perdagangan bebas bisa beli saham semua produk apapun diseluruh dunia cuma modal nyetak duit kertas ga ada di backup emas ya begitu apa saja termasuk rokok indonesia dsb semua dikuasai yahudi itulah pasukan awal dajjal
8854,@dissyamarkan3480,"Yg harus di tahan itu yg importir dan produsennya. Kalau di dalam negeri produksinya, sama Distributor jangan di beli atau di pasarkan. Yg sbelumnya udah di beli sama pedagang kecil, kan percuma uangnya udah sampe jg ke Yahudi. Dan membikot warung kecil sama saja membunuh wong cilik kita juga",yg harus di tahan itu yg importir dan produsennya kalau di dalam negeri produksinya sama distributor jangan di beli atau di pasarkan yg sbelumnya udah di beli sama pedagang kecil kan percuma uangnya udah sampe jg ke yahudi dan membikot warung kecil sama saja membunuh wong cilik kita juga
8855,@john_labu07,alhamdulillah teruskan 👍💪,alhamdulillah teruskan
8856,@danistradline8955,"Sok sok an boykot boykot produk israel, sedangkan dy masih pake youtube, instagram, twiter, dan masih pake hp priduk israel.... Lu pkir klo lu boykot gini israel rugi, yg rugi tuh rakyat indonesia jg... Bnyak pabrik aqua, sariwangi di indonesia yg jd karyawan jg org indonesia mereka mncari nfkah buat keluarganya.. Klo dengan cara begini trus prusahaan glung tikar, karyawan kena phk, siapa yg rugi ???? Israel kah yg rugi ? Tolong lah klo pby otak tuh buat mikir, jngan cmn buat ikutan tren yg lg rame..... Klo mau boykot, boykot sklian apa yg udh lu gunain hp, yutub, IG bisa gk lu... Klo ga bs ga ush sok2 an ikut tren boykot sgala... Bodoh",sok sok an boykot boykot produk israel sedangkan dy masih pake youtube instagram twiter dan masih pake hp priduk israel lu pkir klo lu boykot gini israel rugi yg rugi tuh rakyat indonesia jg bnyak pabrik aqua sariwangi di indonesia yg jd karyawan jg org indonesia mereka mncari nfkah buat keluarganya klo dengan cara begini trus prusahaan glung tikar karyawan kena phk siapa yg rugi israel kah yg rugi tolong lah klo pby otak tuh buat mikir jngan cmn buat ikutan tren yg lg rame klo mau boykot boykot sklian apa yg udh lu gunain hp yutub ig bisa gk lu klo ga bs ga ush sok an ikut tren boykot sgala bodoh
8857,@fardhurahman8126,"Gua muslim tapi gua nggak ikut ikutan, hidup di dunia sudah di atur, dan sudah ada takdir nya",gua muslim tapi gua nggak ikut ikutan hidup di dunia sudah di atur dan sudah ada takdir nya
8858,@winatai-one9490,Anehhh,anehhh
8859,@Deertha25,Begitu amat 😂,begitu amat
8860,@williamsadam9765,Kocak,kocak
8861,@RahmadArdi-gz2xu,Saya perantaw Sumatra di kota Bogor alhamdulilah punya warung sembako haram bagi saya menjual produk Israel boikot semua bukti dukungan saya pada rakyat Palestina,saya perantaw sumatra di kota bogor alhamdulilah punya warung sembako haram bagi saya menjual produk israel boikot semua bukti dukungan saya pada rakyat palestina
8862,@andri_meka,Emang israel bisa buat prodak gtu ya emang dri zaman kapan mereka aja sbuk perang tolong jelasin donk 😅,emang israel bisa buat prodak gtu ya emang dri zaman kapan mereka aja sbuk perang tolong jelasin donk
8863,@velll511,yg punya produk itu ngasih bantuan ke israel,yg punya produk itu ngasih bantuan ke israel
8864,@yudoandrias2062,Cintailah produk2 dalam negri,cintailah produk dalam negri
8865,@abeygatsu,iPhone boykot belilah Samsung,iphone boykot belilah samsung
8866,@IvankRizki-xz2zq,Cara boikot yg salah menurut saya.,cara boikot yg salah menurut saya
8867,@meliyana6424,"Stop beli produknya""nya !",stop beli produknyanya
8868,@cahndeshochannel2260,Terus yang agama non muslim gimana🤔,terus yang agama non muslim gimana
8869,@mansion4619,LANJUT KAN SAUDARA KU .. #BOIKOTISRAELPRODUK #FREDOM!!! #FREEPALESTINE,lanjut kan saudara ku boikotisraelproduk fredom freepalestine
8870,@user-kv4sk3wj2w,Gk ada boikot jangan mikir diri sndri banyak org indo yang miskin yang butuh gembel banyak mau sok2 boikot,gk ada boikot jangan mikir diri sndri banyak org indo yang miskin yang butuh gembel banyak mau sok boikot
8871,@user-cd6sg1mp7g,Semoga banyak yg tau penyebab nya,semoga banyak yg tau penyebab nya
8872,@erickeic9203,Buat barang tuh di indo bukan di luar. Kalo lo kaga beli itu prodak yg kerja di sini mau makan apa nnti !!??,buat barang tuh di indo bukan di luar kalo lo kaga beli itu prodak yg kerja di sini mau makan apa nnti
8873,@alvianthyputryutamy7823,"Di sosmed doang lu bilang boikotlah, jangan beli lah, tapi faktanya lu masih beli"" produknya, masih makan kfc, mcd, starbucks, pizza hut. Mau keliatan keren dengan cara munafik ya😂,",di sosmed doang lu bilang boikotlah jangan beli lah tapi faktanya lu masih beli produknya masih makan kfc mcd starbucks pizza hut mau keliatan keren dengan cara munafik ya
8874,@TurmudiTurmudiasep,Trus produk palestina yang mna..biyar sya bisa beli????..,trus produk palestina yang mnabiyar sya bisa beli
8875,@user-sm3eg4qm8i,Apa kata saya...,apa kata saya
8876,@ivangunawanhengkyk9366,Iki wong bodoh bsikot2 ... Ojok gae YouTube sisan,iki wong bodoh bsikot ojok gae youtube sisan
8877,@mrxray7932,"Maaf, itu semua produk buatnya dimana yah? Israel kah atau Indonesia?",maaf itu semua produk buatnya dimana yah israel kah atau indonesia
8878,@BambangSusilo-ik2mz,Di jadikan kesempatN untuk menghancurkan prodak lain yg jadi pesaing berat nya. Aku semakin yakin fitnah dajal benar2 sdh mulai bekerjamenyabar,di jadikan kesempatn untuk menghancurkan prodak lain yg jadi pesaing berat nya aku semakin yakin fitnah dajal benar sdh mulai bekerjamenyabar
8879,@hartonobeg6352,Berarti dr dl yg menggunakan produksinya haram donk,berarti dr dl yg menggunakan produksinya haram donk
8880,@Miwensi,Dan kalian tidak sadar sudah membunuh rezeki rakyat indonesia sendiri,dan kalian tidak sadar sudah membunuh rezeki rakyat indonesia sendiri
8881,@fahriahmad1206,Gini gw bingung gw kan warung dan gw jual royco udh lama sebelum boikot terus ini masih ada sisa di buang sayang di pake haram,gini gw bingung gw kan warung dan gw jual royco udh lama sebelum boikot terus ini masih ada sisa di buang sayang di pake haram
8882,@nurlina9092,Roikokan ada logo halal,roikokan ada logo halal
8883,@wiedouhutama157,"Teriak boikot2 tapi pakai internet, gadget, media sosial, dan alat elektronik buatan israel..?? 🤣😂🤣😂🤣 Ingatlah..!! Pikirkan berapa banyak suami-istri-anak dari karyawan yg kerja di perusahaan itu untuk menghidupi anak-istri-suami-org tua mereka..!!",teriak boikot tapi pakai internet gadget media sosial dan alat elektronik buatan israel ingatlah pikirkan berapa banyak suamiistrianak dari karyawan yg kerja di perusahaan itu untuk menghidupi anakistrisuamiorg tua mereka
8884,@zaenalmukaromzaenal3514,TIDK BEGITU CARANYA BOIKOT.. STOP PRODUK NYA MASUK KE INDONESIA ITU BARU BENER,tidk begitu caranya boikot stop produk nya masuk ke indonesia itu baru bener
8885,@netero9244,"lg main boikot boikotan tahh??? 🤣 noh arab saudi gk mau embargo minyak buat israel 🤣 boikot juga dong karna bela israel , jgn naik haji brti 👻 eit jgn emosii",lg main boikot boikotan tahh noh arab saudi gk mau embargo minyak buat israel boikot juga dong karna bela israel jgn naik haji brti eit jgn emosii
8886,@o.a.m7954,"🤭🤭😆😆😆🤪🤪😛😛🤭😆😆😆 goblok yg d boikot itu produk dalam negeri juga, goblok2",goblok yg boikot itu produk dalam negeri juga goblok
8887,@tothepoint6055,Hari ini di boikot.. Nanti kalau damai beli lagi... Kalau perang lagi boikot lagi.... Otak orang emang terbelakang,hari ini di boikot nanti kalau damai beli lagi kalau perang lagi boikot lagi otak orang emang terbelakang
8888,@Cut_Throat_Only,Royco keperluan orang banyak,royco keperluan orang banyak
8889,@sakkhadamaraji3740,Fitnah terhadap produk Indonesia...jika kalian ikuti Bersiaplah mnghadapim kehancuran mlebihi palestia,fitnah terhadap produk indonesiajika kalian ikuti bersiaplah mnghadapim kehancuran mlebihi palestia
8890,@Inceritaa,Angel temen uripmu,angel temen uripmu
8891,@user-qn5qu1in9x,Gajelas ih sumpah ini video,gajelas ih sumpah ini video
8892,@user-rg2zf9el4g,PEMERINTAH STOP ❌❌❌⛔⛔⛔PRODUK ISRAEL ... INDONESIA SYURGANYA DUNIA 🤲🤲🤲🙏,pemerintah stop produk israel indonesia syurganya dunia
8893,@KeanuYonas,Lu bukan miskinin Israel tapi lu miskinin warga sendiri dampak nya bakal gede bakal banyak pengganguran di Indonesia 😂 cara kayak begini gak ada dampak sama sekali ke Israel 😂 gw juga ngedukung Palestina merdeka free Palestine tapi cara gw berdoa agar warga Palestina kuat dan para syuhada syuhada disana surga bagi mereka. Bukan lu Mala miskinin rakyat sendiri Dongo 😂,lu bukan miskinin israel tapi lu miskinin warga sendiri dampak nya bakal gede bakal banyak pengganguran di indonesia cara kayak begini gak ada dampak sama sekali ke israel gw juga ngedukung palestina merdeka free palestine tapi cara gw berdoa agar warga palestina kuat dan para syuhada syuhada disana surga bagi mereka bukan lu mala miskinin rakyat sendiri dongo
8894,@razmage1579,Pemerintah lah yang bertanggung jawab atas semua ini😢,pemerintah lah yang bertanggung jawab atas semua ini
8895,@ikbalhadiansah5727,Sedang mencoba mebiasakan boikot brg2 tersebut smngat 💪💪💪,sedang mencoba mebiasakan boikot brg tersebut smngat
8896,@biso5749,"Bodoh dipiara…tapi masih pakai mobil, laptop hape toh…boikot jg dong…buang semuanya, pake onta aja yg asli arab…di mesjid jangan pake Toa…pake corong gwde aja…harus totalitas dong..jangan pake pesawat terbang juga…pake onta aja kemana-termasuk naik hajinya pake onta…😂",bodoh dipiara tapi masih pakai mobil laptop hape toh boikot jg dong buang semuanya pake onta aja yg asli arab di mesjid jangan pake toa pake corong gwde aja harus totalitas dongjangan pake pesawat terbang juga pake onta aja kemanatermasuk naik hajinya pake onta
8897,@rimbaputradewa8429,"masa sari wangi buatan israel,...",masa sari wangi buatan israel
8898,@Ntskyy,Video boikot di tiktok: 😊 Video boikot di yt: 💀,video boikot di tiktok video boikot di yt
8899,@opiklokom3755,"Baru urusannya SMA anda apa,kita beli produk mereka krna kebutuhan Buat konten yg bermanfaat,bukan segala cara untuk mndptkn subscribe Kita subscribe dua ,dia dpt duit kita ma ngga🤷",baru urusannya sma anda apakita beli produk mereka krna kebutuhan buat konten yg bermanfaatbukan segala cara untuk mndptkn subscribe kita subscribe dua dia dpt duit kita ma ngga
8900,@lapakponsel8475,Video sngat brguna... jd org2 dh tw yg mna aja produk zionis....,video sngat brguna jd org dh tw yg mna aja produk zionis
8901,@drO2Jam,"Kecap ABC, Heinz ya.. itu produk mana?",kecap abc heinz ya itu produk mana
8902,@dewiyss3780,semoga si kecil ngerti 😓 Aamiin 👍,semoga si kecil ngerti aamiin
8903,@RiyanPodok,Kami saudara diindonesia akan siap tidak membeli produk israel kami akan mendoakan saudara kami ( palestina),kami saudara diindonesia akan siap tidak membeli produk israel kami akan mendoakan saudara kami palestina
8904,@aminblong7833,Saya baru tau kecap bango itu produk israel Aku kira produk indonesia,saya baru tau kecap bango itu produk israel aku kira produk indonesia
8905,@dendichrisman6038,Sama bang,sama bang
8906,@Asianpost-hd7mk,"Buat yg ngerti industri, kenapa produk israel bahkan sebagian besar ada di negara ini??? Knp ini? Dan namanya nama indo. Contoh bango? Tolong jelaskan",buat yg ngerti industri kenapa produk israel bahkan sebagian besar ada di negara ini knp ini dan namanya nama indo contoh bango tolong jelaskan
8907,@Mancing302,Yg punya Chanel kompotitor😂,yg punya chanel kompotitor
8908,@Mancing302,Hoax,hoax
8909,@RudiRudi-ih2og,Nazis produksi Israel anjing yahudi biadab,nazis produksi israel anjing yahudi biadab
8910,@aryoaryo2355,trus klo di boikot bagaimana saudara kita yang bekerja di pabrik mereka. .. apa pemerintah siap memberi pekerja\'an untuk berjuta juta pekerja..,trus klo di boikot bagaimana saudara kita yang bekerja di pabrik mereka apa pemerintah siap memberi pekerjaan untuk berjuta juta pekerja
8911,@yerushalayim_yishrael,keturunan ismael bodoh amin,keturunan ismael bodoh amin
8912,@michaelis2319,"kalo gw butuh ya ttp beli,, persetan boikot2 barang beli produk israel bukan berarti dukung mreka,, niat gw cuma bantu warung tetangga",kalo gw butuh ya ttp beli persetan boikot barang beli produk israel bukan berarti dukung mreka niat gw cuma bantu warung tetangga
8913,@hunaifasada2271,Kemarin liat penjelasan kalau aqua gx ada sangkut pautnya ama israel..,kemarin liat penjelasan kalau aqua gx ada sangkut pautnya ama israel
8914,@EpicHD69,Kayaknya Israel ga punya produk sendiri deh😅😅,kayaknya israel ga punya produk sendiri deh
